1999.99999096569,4949.99999500049,4949.99999904775
9.03431418919354e-06,50.0000049995097,3050.00000095225
9638.0021157403,9622.19012838402,8922.04680574565
9597.76662029478,9580.09544850908,8847.71751564596
9555.62571923724,9535.93943469553,8770.15458980818
9511.5422750867,9489.72048973678,8689.27443799956
9465.45674742948,9441.39203346345,8604.92636232391
9417.33926442903,9390.90078873844,8516.94731266056
1999.99999615383,9338.18782085854,4949.99999996044
3.84617487725336e-06,9283.18923334986,3050.00000003956
4611.36444643682,9225.7130412907,2309.9134632231
4487.91244810227,9165.87254162058,2184.32619665461
4363.53392323516,9103.49455192355,2058.40005704687
4238.23102058744,9038.48371930166,1932.24060164372
4112.00393295287,8970.73542118393,1805.94625585493
3984.8728606791,8900.19366001972,1679.62559435345
1999.99999577323,8826.60481708537,4949.99999558084
4.22677203459898e-06,8749.91800723435,3050.00000441916
3284.23842620247,8669.99050698926,1711.74530359388
3167.65080092171,8586.67013179648,1594.77712343445
3050.75479963826,4949.99999620858,1478.08427749061
2933.56719813065,50.0000037914197,1361.77132172149
2816.1042652516,4189.92364681572,1245.93843876197
2698.39674460916,4069.22517232668,1130.69474699168
0,3947.64965865928,0
0,3825.21508155497,0
0,3701.92960582056,0
0,3577.80688622556,0
0,3452.86643439057,0
0,3327.13387274034,0
0,3200.59633541676,0
0,3073.36206959285,0
0,2945.44128731398,0
0,2816.88249517837,0
0,2687.74050165576,0
0,2558.09494828699,0
0,2427.97315103516,0
0,2297.47826830398,0
0,2166.69554662303,0
0,2035.71986214562,0
0,4949.99999563202,0
0,50.0000043679838,0
0,3199.01969013843,0
0,3082.82918056931,0
0,2966.32015116545,0
0,2849.52293726374,0
0,2732.46058835359,0
0,2615.16059941278,0
0,2497.65526408262,0
0,2379.98192830549,0
0,2262.15087185481,0
0,2144.26104086183,0
0,2026.34095225304,0
0,1908.44799471677,0
0,1790.64527161171,0
0,1673.01468197665,0
0,1555.60277965715,0
0,1438.51109844957,0
0,1321.83029044557,0
0,1205.65964952828,0
